,Unnamed: 0,Image,Collection,Production,Date,Occasion,Multiple Bill,Performance_ID,Normalized Title,Original Language,Composer,Original Premiere,Original Title,Genre,Season,Directors,Title Language,Leaflet Language
9548,,Scan 2024-03-18 1529-164.jpeg,1957-1958,Lakmé,,,False,474519,Lakme,FR,Léo Delibes,,Lakmé,romanische opera,1957-1958,August Baeyens,Unk,ned
9549,,Scan 2024-03-18 1529-167.jpeg,1957-1958,Victoria en haar Huzaar,,,False,718292,Victoria en haar Huzaar,DUI,Paul Abraham,,Viktoria und ihr Husar,operette,1957-1958,August Baeyens,NL,ned
9550,,Scan 2024-03-18 1529-173.jpeg,1957-1958,Carmen,,,False,172837,Carmen,FR,Georges Bizet,,Carmen,opéra comique,1957-1958,August Baeyens,Unk,ned
9551,,Scan 2024-03-18 1529-175.jpeg,1957-1958,Hoffmanns Vertellingen,,,False,866657,Hoffmann's Vertellingen,FR,Jacques Offenbach,,Les contes d'Hoffmann,opéra fantastique,1957-1958,August Baeyens,NL,ned
9552,,Scan 2024-03-18 1529-177.jpeg,1957-1958,Victoria en haar Huzaar,,,False,903104,Victoria en haar Huzaar,DUI,Paul Abraham,,Viktoria und ihr Husar,operette,1957-1958,August Baeyens,NL,ned
9553,,Scan 2024-03-18 1529-179.jpeg,1957-1958,Carmen,,,False,985970,Carmen,FR,Georges Bizet,,Carmen,opéra comique,1957-1958,August Baeyens,Unk,ned
9554,,Scan 2024-03-18 1529-181.jpeg,1957-1958,Lakmé,,,False,497737,Lakme,FR,Léo Delibes,,Lakmé,romanische opera,1957-1958,August Baeyens,Unk,ned
9555,,Scan 2024-03-18 1529-184.jpeg,1957-1958,Don Giovanni,,,False,991682,Don Giovanni,ITA,Wolfgang Amadeus Mozart,,Don Giovanni,opera buffa,1957-1958,August Baeyens,Unk,ned
9556,,Scan 2024-03-18 1529-186.jpeg,1957-1958,Victoria en haar Huzaar,,,False,702668,Victoria en haar Huzaar,DUI,Paul Abraham,,Viktoria und ihr Husar,operette,1957-1958,August Baeyens,NL,ned
9557,,Scan 2024-03-18 1529-188.jpeg,1957-1958,Carmen,,,False,375031,Carmen,FR,Georges Bizet,,Carmen,opéra comique,1957-1958,August Baeyens,Unk,ned
9558,,Scan 2024-03-18 1529-190.jpeg,1957-1958,De Bedelstudent,,,False,460334,De Bedelstudent,DUI,Carl Millöcker,,Der Bettelstudent,operetta,1957-1958,August Baeyens,NL,ned
9559,,Scan 2024-03-18 1529-193.jpeg,1957-1958,Samson en Dalila,,,False,921706,Samson en Dalila,FR,Camille Saint-Saëns,,Samson et Dalila,romantische opera,1957-1958,August Baeyens,NL,ned
9560,,Scan 2024-03-18 1529-198.jpeg,1957-1958,Het Driemeisjeshuis,,,False,944664,Driemeisjeshuis,DUI,Heinrich Berté,,Das Dreimäderlhaus,leichte oper,1957-1958,August Baeyens,NL,ned
9561,,Scan 2024-03-18 1529-200.jpeg,1957-1958,Peter Grimes,,,False,441140,Peter Grimes,ENG,Benjamin Britten,,Peter Grimes,operette,1957-1958,August Baeyens,Unk,ned
9562,,Scan 2024-03-18 1529-202.jpeg,1957-1958,De Bedelstudent,,,False,688844,De Bedelstudent,DUI,Carl Millöcker,,Der Bettelstudent,operetta,1957-1958,August Baeyens,NL,ned
9563,,Scan 2024-03-18 1529-204.jpeg,1957-1958,Samson en Dalila,,,False,871280,Samson en Dalila,FR,Camille Saint-Saëns,,Samson et Dalila,romantische opera,1957-1958,August Baeyens,NL,ned
9564,,Scan 2024-03-18 1529-206.jpeg,1957-1958,Hoffmanns Vertellingen,,,False,155603,Hoffmann's Vertellingen,FR,Jacques Offenbach,,Les contes d'Hoffmann,opéra fantastique,1957-1958,August Baeyens,NL,ned
9565,,Scan 2024-03-18 1529-209.jpeg,1957-1958,Cavalleria Rusticana,,,True,890359,Cavalleria Rusticana,ITA,Pietro Mascagni,,Cavalleria rusticana,?,1957-1958,August Baeyens,ITA,ned
9566,,Scan 2024-03-18 1529-209.jpeg,1957-1958,Paljas,,,True,890359,Paljas,ITA,Ruggiero Leoncavallo,,Pagliacci,verisme,1957-1958,August Baeyens,Unk,ned
9567,,Scan 2024-03-18 1529-216.jpeg,1957-1958,Samson en Dalila,,,False,592567,Samson en Dalila,FR,Camille Saint-Saëns,,Samson et Dalila,romantische opera,1957-1958,August Baeyens,NL,ned
9568,,Scan 2024-03-18 1529-218.jpeg,1957-1958,Don Giovanni,,,False,405098,Don Giovanni,ITA,Wolfgang Amadeus Mozart,,Don Giovanni,opera buffa,1957-1958,August Baeyens,Unk,ned
9569,,Scan 2024-03-18 1529-220.jpeg,1957-1958,Cavalleria Rusticana,,,True,724013,Cavalleria Rusticana,ITA,Pietro Mascagni,,Cavalleria rusticana,?,1957-1958,August Baeyens,ITA,ned
9570,,Scan 2024-03-18 1529-220.jpeg,1957-1958,Paljas,,,True,724013,Paljas,ITA,Ruggiero Leoncavallo,,Pagliacci,verisme,1957-1958,August Baeyens,Unk,ned
9571,,Scan 2024-03-18 1529-222.jpeg,1957-1958,Arabella,,,False,297039,Arabella,DUI,Edmond Audran,,La mascotte,operas comiques,1957-1958,August Baeyens,Unk,ned
9572,,Scan 2024-03-18 1529-224.jpeg,1957-1958,Victoria en haar Huzaar,,,False,362890,Victoria en haar Huzaar,DUI,Paul Abraham,,Viktoria und ihr Husar,operette,1957-1958,August Baeyens,NL,ned
9573,,Scan 2024-03-18 1529-226.jpeg,1957-1958,Cavalleria Rusticana,,,True,197623,Cavalleria Rusticana,ITA,Pietro Mascagni,,Cavalleria rusticana,?,1957-1958,August Baeyens,ITA,ned
9574,,Scan 2024-03-18 1529-226.jpeg,1957-1958,Paljas,,,True,197623,Paljas,ITA,Ruggiero Leoncavallo,,Pagliacci,verisme,1957-1958,August Baeyens,Unk,ned
9575,,Scan 2024-03-18 1529-228.jpeg,1957-1958,Boheme,,,False,461174,Bohème,ITA,Giacomo Puccini,,La bohème,verismo opera,1957-1958,August Baeyens,Unk,ned
9576,,Scan 2024-03-18 1529-230.jpeg,1957-1958,Victoria en haar Huzaar,,,False,790040,Victoria en haar Huzaar,DUI,Paul Abraham,,Viktoria und ihr Husar,operette,1957-1958,August Baeyens,NL,ned
9577,,Scan 2024-03-18 1529-233.jpeg,1957-1958,De Troubadour,,,False,289645,De Troubadour,ITA,Giuseppe Verdi,,Il trovatore,romantische opera,1957-1958,August Baeyens,NL,ned
9578,,Scan 2024-03-18 1529-240.jpeg,1957-1958,Samson en Dalila,,,False,612149,Samson en Dalila,FR,Camille Saint-Saëns,,Samson et Dalila,romantische opera,1957-1958,August Baeyens,NL,ned
9579,,Scan 2024-03-18 1529-242.jpeg,1957-1958,Boheme,,,True,384842,Bohème,ITA,Giacomo Puccini,,La bohème,verismo opera,1957-1958,August Baeyens,Unk,ned
9580,,Scan 2024-03-18 1529-242.jpeg,1957-1958,De Zakdoekjes,,,True,384842,De Zakdoekjes,NL,Renier van der Velden,1947,De Zakdoekjes,ballet,1957-1958,August Baeyens,NL,ned
9581,,Scan 2024-03-18 1529-246.jpeg,1957-1958,Het Driemeisjeshuis,,,False,812445,Driemeisjeshuis,DUI,Heinrich Berté,,Das Dreimäderlhaus,leichte oper,1957-1958,August Baeyens,NL,ned
9582,,Scan 2024-03-18 1556-2.jpeg,1957-1958,Boheme,,,True,785832,Bohème,ITA,Giacomo Puccini,,La bohème,verismo opera,1957-1958,August Baeyens,Unk,ned
9583,,Scan 2024-03-18 1556-2.jpeg,1957-1958,De Zakdoekjes,,,True,785832,De Zakdoekjes,NL,Renier van der Velden,1947,De Zakdoekjes,ballet,1957-1958,August Baeyens,NL,ned
9584,,Scan 2024-03-18 1556-4.jpeg,1957-1958,Cavalleria Rusticana,,,True,371098,Cavalleria Rusticana,ITA,Pietro Mascagni,,Cavalleria rusticana,?,1957-1958,August Baeyens,ITA,ned
9585,,Scan 2024-03-18 1556-4.jpeg,1957-1958,Paljas,,,True,371098,Paljas,ITA,Ruggiero Leoncavallo,,Pagliacci,verisme,1957-1958,August Baeyens,Unk,ned
9586,,Scan 2024-03-18 1556-6.jpeg,1957-1958,Boheme,,,True,111005,Bohème,ITA,Giacomo Puccini,,La bohème,verismo opera,1957-1958,August Baeyens,Unk,ned
9587,,Scan 2024-03-18 1556-6.jpeg,1957-1958,De Zakdoekjes,,,True,111005,De Zakdoekjes,NL,Renier van der Velden,1947,De Zakdoekjes,ballet,1957-1958,August Baeyens,NL,ned
9588,,Scan 2024-03-18 1556-9.jpeg,1957-1958,Aida,,,False,642408,Aïda,ITA,Giuseppe Verdi,,Aïda,opera,1957-1958,August Baeyens,Unk,ned
9589,,Scan 2024-03-18 1556-15.jpeg,1957-1958,Samson en Dalila,,,False,641753,Samson en Dalila,FR,Camille Saint-Saëns,,Samson et Dalila,romantische opera,1957-1958,August Baeyens,NL,ned
9590,,Scan 2024-03-18 1556-17.jpeg,1957-1958,De Troubadour,,,False,918105,De Troubadour,ITA,Giuseppe Verdi,,Il trovatore,romantische opera,1957-1958,August Baeyens,NL,ned
9591,,Scan 2024-03-18 1556-20.jpeg,1957-1958,Lohengrin,,,False,370836,Lohengrin,DUI,Richard Wagner,,Lohengrin,romantische oper,1957-1958,August Baeyens,Unk,ned
9592,,Scan 2024-03-18 1556-27.jpeg,1957-1958,Lakmé,,,False,305850,Lakme,FR,Léo Delibes,,Lakmé,romanische opera,1957-1958,August Baeyens,Unk,ned
9593,,Scan 2024-03-18 1556-29.jpeg,1957-1958,Hoffmanns Vertellingen,,,False,257684,Hoffmann's Vertellingen,FR,Jacques Offenbach,,Les contes d'Hoffmann,opéra fantastique,1957-1958,August Baeyens,NL,ned
9594,,Scan 2024-03-18 1556-31.jpeg,1957-1958,Cavalleria Rusticana,,galavoorstelling,True,556655,Cavalleria Rusticana,ITA,Pietro Mascagni,,Cavalleria rusticana,?,1957-1958,August Baeyens,ITA,ned
9595,,Scan 2024-03-18 1556-31.jpeg,1957-1958,Paljas,,galavoorstelling,True,556655,Paljas,ITA,Ruggiero Leoncavallo,,Pagliacci,verisme,1957-1958,August Baeyens,Unk,ned
9596,,Scan 2024-03-18 1556-33.jpeg,1957-1958,Het Driemeisjeshuis,,,False,491762,Driemeisjeshuis,DUI,Heinrich Berté,,Das Dreimäderlhaus,leichte oper,1957-1958,August Baeyens,NL,ned
9597,,Scan 2024-03-18 1556-35.jpeg,1957-1958,Aida,,,False,746423,Aïda,ITA,Giuseppe Verdi,,Aïda,opera,1957-1958,August Baeyens,Unk,ned
9598,,Scan 2024-03-18 1556-37.jpeg,1957-1958,Lohengrin,,,False,134390,Lohengrin,DUI,Richard Wagner,,Lohengrin,romantische oper,1957-1958,August Baeyens,Unk,ned
9599,,Scan 2024-03-18 1556-39.jpeg,1957-1958,Lakmé,,,False,800869,Lakme,FR,Léo Delibes,,Lakmé,romanische opera,1957-1958,August Baeyens,Unk,ned
9600,,Scan 2024-03-18 1556-41.jpeg,1957-1958,Cavalleria Rusticana,,,True,177072,Cavalleria Rusticana,ITA,Pietro Mascagni,,Cavalleria rusticana,?,1957-1958,August Baeyens,ITA,ned
9601,,Scan 2024-03-18 1556-41.jpeg,1957-1958,Paljas,,,True,177072,Paljas,ITA,Ruggiero Leoncavallo,,Pagliacci,verisme,1957-1958,August Baeyens,Unk,ned
9602,,Scan 2024-03-18 1556-43.jpeg,1957-1958,Lohengrin,,,False,983947,Lohengrin,DUI,Richard Wagner,,Lohengrin,romantische oper,1957-1958,August Baeyens,Unk,ned
9603,,Scan 2024-03-18 1556-46.jpeg,1957-1958,Tosca,,,True,839477,Tosca,ITA,Giacomo Puccini,,Tosca,verismo opera,1957-1958,August Baeyens,Unk,ned
9604,,Scan 2024-03-18 1556-46.jpeg,1957-1958,Parwati,,,True,839477,Parwati,NL,Willem Kersters,1956,Parwati,ballet,1957-1958,August Baeyens,NL,ned
9605,,Scan 2024-03-18 1556-53.jpeg,1957-1958,De Bedelstudent,,,False,294389,De Bedelstudent,DUI,Carl Millöcker,,Der Bettelstudent,operetta,1957-1958,August Baeyens,NL,ned
9606,,Scan 2024-03-18 1556-55.jpeg,1957-1958,Lohengrin,,,False,967991,Lohengrin,DUI,Richard Wagner,,Lohengrin,romantische oper,1957-1958,August Baeyens,Unk,ned
9607,,Scan 2024-03-18 1556-57.jpeg,1957-1958,Hoffmanns Vertellingen,,liefdadigheidsvoorstelling,False,140547,Hoffmann's Vertellingen,FR,Jacques Offenbach,,Les contes d'Hoffmann,opéra fantastique,1957-1958,August Baeyens,NL,ned
9608,,Scan 2024-03-18 1556-61.jpeg,1957-1958,Tosca,,,True,236626,Tosca,ITA,Giacomo Puccini,,Tosca,verismo opera,1957-1958,August Baeyens,Unk,ned
9609,,Scan 2024-03-18 1556-61.jpeg,1957-1958,Parwati,,,True,236626,Parwati,NL,Willem Kersters,1956,Parwati,ballet,1957-1958,August Baeyens,NL,ned
9610,,Scan 2024-03-18 1556-64.jpeg,1957-1958,Carmen,,,False,151978,Carmen,FR,Georges Bizet,,Carmen,opéra comique,1957-1958,August Baeyens,Unk,ned
9611,,Scan 2024-03-18 1556-66.jpeg,1957-1958,Victoria en haar Huzaar,,,False,137428,Victoria en haar Huzaar,DUI,Paul Abraham,,Viktoria und ihr Husar,operette,1957-1958,August Baeyens,NL,ned
9612,,Scan 2024-03-18 1556-68.jpeg,1957-1958,De Troubadour,,,False,554162,De Troubadour,ITA,Giuseppe Verdi,,Il trovatore,romantische opera,1957-1958,August Baeyens,NL,ned
9613,,Scan 2024-03-18 1556-71.jpeg,1957-1958,La Tosca,,galavoorstelling,False,582174,Tosca,ITA,Giacomo Puccini,,Tosca,verismo opera,1957-1958,August Baeyens,Unk,ned
9614,,Scan 2024-03-18 1556-73.jpeg,1957-1958,De Bedelstudent,,,False,379455,De Bedelstudent,DUI,Carl Millöcker,,Der Bettelstudent,operetta,1957-1958,August Baeyens,NL,ned
9615,,Scan 2024-03-18 1556-76.jpeg,1957-1958,De Heilige van Bleecker Street,,,False,443413,De Heilige van Bleecker Street,EN,Gian Carlo Menotti,1954,The Saint of Bleecker Street,opera,1957-1958,August Baeyens,NL,ned
9616,,Scan 2024-03-18 1556-82.jpeg,1957-1958,De Troubadour,,,False,956549,De Troubadour,ITA,Giuseppe Verdi,,Il trovatore,romantische opera,1957-1958,August Baeyens,NL,ned
9617,,Scan 2024-03-18 1556-84.jpeg,1957-1958,Victoria en haar Huzaar,,,False,617202,Victoria en haar Huzaar,DUI,Paul Abraham,,Viktoria und ihr Husar,operette,1957-1958,August Baeyens,NL,ned
9618,,Scan 2024-03-18 1556-86.jpeg,1957-1958,Lohengrin,,galavoorstelling,False,530573,Lohengrin,DUI,Richard Wagner,,Lohengrin,romantische oper,1957-1958,August Baeyens,Unk,ned
9619,,Scan 2024-03-18 1556-88.jpeg,1957-1958,De Heilige van Bleecker Street,,,False,808394,De Heilige van Bleecker Street,EN,Gian Carlo Menotti,1954,The Saint of Bleecker Street,opera,1957-1958,August Baeyens,NL,ned
9620,,Scan 2024-03-18 1556-90.jpeg,1957-1958,De Bedelstudent,,,False,874741,De Bedelstudent,DUI,Carl Millöcker,,Der Bettelstudent,operetta,1957-1958,August Baeyens,NL,ned
9621,,Scan 2024-03-18 1556-92.jpeg,1957-1958,De Heilige van Bleecker Street,,,False,880807,De Heilige van Bleecker Street,EN,Gian Carlo Menotti,1954,The Saint of Bleecker Street,opera,1957-1958,August Baeyens,NL,ned
9622,,Scan 2024-03-18 1556-94.jpeg,1957-1958,Tosca,,,True,231431,Tosca,ITA,Giacomo Puccini,,Tosca,verismo opera,1957-1958,August Baeyens,Unk,ned
9623,,Scan 2024-03-18 1556-94.jpeg,1957-1958,Parwati,,,True,231431,Parwati,NL,Willem Kersters,1956,Parwati,ballet,1957-1958,August Baeyens,NL,ned
9624,,Scan 2024-03-18 1556-96.jpeg,1957-1958,Boheme,,,True,544659,Bohème,ITA,Giacomo Puccini,,La bohème,verismo opera,1957-1958,August Baeyens,Unk,ned
9625,,Scan 2024-03-18 1556-96.jpeg,1957-1958,De Zakdoekjes,,,True,544659,De Zakdoekjes,NL,Renier van der Velden,1947,De Zakdoekjes,ballet,1957-1958,August Baeyens,NL,ned
9626,,Scan 2024-03-18 1556-98.jpeg,1957-1958,Aida,,,False,992574,Aïda,ITA,Giuseppe Verdi,,Aïda,opera,1957-1958,August Baeyens,Unk,ned
9627,,Scan 2024-03-18 1556-100.jpeg,1957-1958,Het Driemeisjeshuis,,,False,457257,Driemeisjeshuis,DUI,Heinrich Berté,,Das Dreimäderlhaus,leichte oper,1957-1958,August Baeyens,NL,ned
9628,,Scan 2024-03-18 1556-102.jpeg,1957-1958,Tosca,,,True,121379,Tosca,ITA,Giacomo Puccini,,Tosca,verismo opera,1957-1958,August Baeyens,Unk,ned
9629,,Scan 2024-03-18 1556-102.jpeg,1957-1958,Parwati,,,True,121379,Parwati,NL,Willem Kersters,1956,Parwati,ballet,1957-1958,August Baeyens,NL,ned
9630,,Scan 2024-03-18 1556-104.jpeg,1957-1958,Carmen,,,False,465005,Carmen,FR,Georges Bizet,,Carmen,opéra comique,1957-1958,August Baeyens,Unk,ned
9631,,Scan 2024-03-18 1556-106.jpeg,1957-1958,Il Trobadore,,galavoorstelling,False,999292,De Troubadour,ITA,Giuseppe Verdi,,Il trovatore,romantische opera,1957-1958,August Baeyens,NL,ned
9632,,Scan 2024-03-18 1556-108.jpeg,1957-1958,Cavalleria Rusticana,,,True,834370,Cavalleria Rusticana,ITA,Pietro Mascagni,,Cavalleria rusticana,?,1957-1958,August Baeyens,ITA,ned
9633,,Scan 2024-03-18 1556-108.jpeg,1957-1958,Paljas,,,True,834370,Paljas,ITA,Ruggiero Leoncavallo,,Pagliacci,verisme,1957-1958,August Baeyens,Unk,ned
9634,,Scan 2024-03-18 1556-112.jpeg,1957-1958,Schuld en Boete,,,False,511858,Schuld en Boete,ITA,Arrigo Pedrollo,1926,Delitto e Castigo,muziekdrama,1957-1958,August Baeyens,NL,ned
9635,,Scan 2024-03-18 1556-119.jpeg,1957-1958,Carmen,,,False,740013,Carmen,FR,Georges Bizet,,Carmen,opéra comique,1957-1958,August Baeyens,Unk,ned
9636,,Scan 2024-03-18 1556-121.jpeg,1957-1958,Het Driemeisjeshuis,,,False,727950,Driemeisjeshuis,DUI,Heinrich Berté,,Das Dreimäderlhaus,leichte oper,1957-1958,August Baeyens,NL,ned
9637,,Scan 2024-03-18 1556-123.jpeg,1957-1958,Victoria en haar Huzaar,,,False,312124,Victoria en haar Huzaar,DUI,Paul Abraham,,Viktoria und ihr Husar,operette,1957-1958,August Baeyens,NL,ned
9638,,Scan 2024-03-18 1556-125.jpeg,1957-1958,Schuld en Boete,,,False,914869,Schuld en Boete,ITA,Arrigo Pedrollo,1926,Delitto e Castigo,muziekdrama,1957-1958,August Baeyens,NL,ned
9639,,Scan 2024-03-18 1556-128.jpeg,1957-1958,Faust,,,False,557464,Faust,FR,Charles Gounod,,Faust,grand opera,1957-1958,August Baeyens,Unk,ned
9640,,Scan 2024-03-18 1556-135.jpeg,1957-1958,Cavalleria Rusticana,,,True,551154,Cavalleria Rusticana,ITA,Pietro Mascagni,,Cavalleria rusticana,?,1957-1958,August Baeyens,ITA,ned
9641,,Scan 2024-03-18 1556-135.jpeg,1957-1958,Paljas,,,True,551154,Paljas,ITA,Ruggiero Leoncavallo,,Pagliacci,verisme,1957-1958,August Baeyens,Unk,ned
9642,,Scan 2024-03-18 1556-137.jpeg,1957-1958,Schuld en Boete,,,False,724734,Schuld en Boete,ITA,Arrigo Pedrollo,1926,Delitto e Castigo,muziekdrama,1957-1958,August Baeyens,NL,ned
9643,,Scan 2024-03-18 1556-140.jpeg,1957-1958,Samson en Dalila,,galavoorstelling,False,896774,Samson en Dalila,FR,Camille Saint-Saëns,,Samson et Dalila,romantische opera,1957-1958,August Baeyens,NL,ned
9644,,Scan 2024-03-18 1556-142.jpeg,1957-1958,Boheme,,,False,564203,Bohème,ITA,Giacomo Puccini,,La bohème,verismo opera,1957-1958,August Baeyens,Unk,ned
9645,,Scan 2024-03-18 1556-144.jpeg,1957-1958,Victoria en haar Huzaar,,,False,146844,Victoria en haar Huzaar,DUI,Paul Abraham,,Viktoria und ihr Husar,operette,1957-1958,August Baeyens,NL,ned
9646,,Scan 2024-03-18 1556-147.jpeg,1957-1958,De Parelvissers,,,True,328563,De Parelvisschers,FR,Georges Bizet,,Les pêcheurs de perles,romantische opera,1957-1958,August Baeyens,NL,ned
9647,,Scan 2024-03-18 1556-147.jpeg,1957-1958,Parwati,,,True,328563,Parwati,NL,Willem Kersters,1956,Parwati,ballet,1957-1958,August Baeyens,NL,ned
9648,,Scan 2024-03-18 1556-154.jpeg,1957-1958,Carmen,,,False,236403,Carmen,FR,Georges Bizet,,Carmen,opéra comique,1957-1958,August Baeyens,Unk,ned
9649,,Scan 2024-03-18 1556-156.jpeg,1957-1958,Cavalleria Rusticana,,,True,309605,Cavalleria Rusticana,ITA,Pietro Mascagni,,Cavalleria rusticana,?,1957-1958,August Baeyens,ITA,ned
9650,,Scan 2024-03-18 1556-156.jpeg,1957-1958,Paljas,,,True,309605,Paljas,ITA,Ruggiero Leoncavallo,,Pagliacci,verisme,1957-1958,August Baeyens,Unk,ned
9651,,Scan 2024-03-18 1556-158.jpeg,1957-1958,De Parelvissers,,,True,296259,De Parelvisschers,FR,Georges Bizet,,Les pêcheurs de perles,romantische opera,1957-1958,August Baeyens,NL,ned
9652,,Scan 2024-03-18 1556-158.jpeg,1957-1958,Parwati,,,True,296259,Parwati,NL,Willem Kersters,1956,Parwati,ballet,1957-1958,August Baeyens,NL,ned
9653,,Scan 2024-03-18 1556-160.jpeg,1957-1958,Boheme,,,True,306557,Bohème,ITA,Giacomo Puccini,,La bohème,verismo opera,1957-1958,August Baeyens,Unk,ned
9654,,Scan 2024-03-18 1556-160.jpeg,1957-1958,De Zakdoekjes,,,True,306557,De Zakdoekjes,NL,Renier van der Velden,1947,De Zakdoekjes,ballet,1957-1958,August Baeyens,NL,ned
9655,,Scan 2024-03-18 1556-162.jpeg,1957-1958,Faust,,,False,152579,Faust,FR,Charles Gounod,,Faust,grand opera,1957-1958,August Baeyens,Unk,ned
9656,,Scan 2024-03-18 1556-164.jpeg,1957-1958,De Parelvissers,,,True,624811,De Parelvisschers,FR,Georges Bizet,,Les pêcheurs de perles,romantische opera,1957-1958,August Baeyens,NL,ned
9657,,Scan 2024-03-18 1556-164.jpeg,1957-1958,Parwati,,,True,624811,Parwati,NL,Willem Kersters,1956,Parwati,ballet,1957-1958,August Baeyens,NL,ned
9658,,Scan 2024-03-18 1556-166.jpeg,1957-1958,Hoffmanns Vertellingen,,galavoorstelling,False,489585,Hoffmann's Vertellingen,FR,Jacques Offenbach,,Les contes d'Hoffmann,opéra fantastique,1957-1958,August Baeyens,NL,ned
9659,,Scan 2024-03-18 1556-168.jpeg,1957-1958,Victoria en haar Huzaar,,,False,907051,Victoria en haar Huzaar,DUI,Paul Abraham,,Viktoria und ihr Husar,operette,1957-1958,August Baeyens,NL,ned
9660,,Scan 2024-03-18 1556-171.jpeg,1957-1958,Het Meisje uit de Far-West,,,False,613502,Het Meisje uit de Far-West,ITA,Giacomo Puccini,1910,La Fanciulla del West,opera,1957-1958,August Baeyens,NL,ned
9661,,Scan 2024-03-18 1556-177.jpeg,1957-1958,Samson en Dalila,,,False,407707,Samson en Dalila,FR,Camille Saint-Saëns,,Samson et Dalila,romantische opera,1957-1958,August Baeyens,NL,ned
9662,,Scan 2024-03-18 1556-179.jpeg,1957-1958,De Bedelstudent,,,False,707044,De Bedelstudent,DUI,Carl Millöcker,,Der Bettelstudent,operetta,1957-1958,August Baeyens,NL,ned
9663,,Scan 2024-03-18 1621-2.jpeg,1957-1958,Faust,,,False,561182,Faust,FR,Charles Gounod,,Faust,grand opera,1957-1958,August Baeyens,Unk,ned
9664,,Scan 2024-03-18 1621-5.jpeg,1957-1958,Parsifal,,,False,826286,Parsifal,DUI,Richard Wagner,,Parsifal,music drama,1957-1958,August Baeyens,Unk,ned
9665,,Scan 2024-03-18 1621-12.jpeg,1957-1958,Tosca,,,True,103755,Tosca,ITA,Giacomo Puccini,,Tosca,verismo opera,1957-1958,August Baeyens,Unk,ned
9666,,Scan 2024-03-18 1621-12.jpeg,1957-1958,Parwati,,,True,103755,Parwati,NL,Willem Kersters,1956,Parwati,ballet,1957-1958,August Baeyens,NL,ned
9667,,Scan 2024-03-18 1621-14.jpeg,1957-1958,Boheme,,,False,679217,Bohème,ITA,Giacomo Puccini,,La bohème,verismo opera,1957-1958,August Baeyens,Unk,ned
9668,,Scan 2024-03-18 1621-16.jpeg,1957-1958,De Troubadour,,,False,186925,De Troubadour,ITA,Giuseppe Verdi,,Il trovatore,romantische opera,1957-1958,August Baeyens,NL,ned
9669,,Scan 2024-03-18 1621-18.jpeg,1957-1958,Het Driemeisjeshuis,,,False,349302,Driemeisjeshuis,DUI,Heinrich Berté,,Das Dreimäderlhaus,leichte oper,1957-1958,August Baeyens,NL,ned
9670,,Scan 2024-03-18 1621-20.jpeg,1957-1958,Samson en Dalila,,,False,982926,Samson en Dalila,FR,Camille Saint-Saëns,,Samson et Dalila,romantische opera,1957-1958,August Baeyens,NL,ned
9671,,Scan 2024-03-18 1621-23.jpeg,1957-1958,Zwarte Viooltjes,,,False,972863,Zwarte Viooltjes,NL,August Baeyens,,Zwarte Viooltjes,operette,1957-1958,August Baeyens,NL,ned
9672,,Scan 2024-03-18 1621-29.jpeg,1957-1958,De Troubadour,,,False,813100,De Troubadour,ITA,Giuseppe Verdi,,Il trovatore,romantische opera,1957-1958,August Baeyens,NL,ned
9673,,Scan 2024-03-18 1621-31.jpeg,1957-1958,Samson en Dalila,,,False,780097,Samson en Dalila,FR,Camille Saint-Saëns,,Samson et Dalila,romantische opera,1957-1958,August Baeyens,NL,ned
9674,,Scan 2024-03-18 1621-33.jpeg,1957-1958,Victoria en haar Huzaar,,galavoorstelling,False,939374,Victoria en haar Huzaar,DUI,Paul Abraham,,Viktoria und ihr Husar,operette,1957-1958,August Baeyens,NL,ned
9675,,Scan 2024-03-18 1621-35.jpeg,1957-1958,Faust,,,False,840257,Faust,FR,Charles Gounod,,Faust,grand opera,1957-1958,August Baeyens,Unk,ned
9676,,Scan 2024-03-18 1621-37.jpeg,1957-1958,De Troubadour,,,False,124446,De Troubadour,ITA,Giuseppe Verdi,,Il trovatore,romantische opera,1957-1958,August Baeyens,NL,ned
9677,,Scan 2024-03-18 1621-39.jpeg,1957-1958,Zwarte Viooltjes,,,False,116739,Zwarte Viooltjes,NL,August Baeyens,,Zwarte Viooltjes,operette,1957-1958,August Baeyens,NL,ned
9678,,Scan 2024-03-18 1621-41.jpeg,1957-1958,Aida,,,False,427565,Aïda,ITA,Giuseppe Verdi,,Aïda,opera,1957-1958,August Baeyens,Unk,ned
9679,,Scan 2024-03-18 1621-43.jpeg,1957-1958,De Troubadour,,,False,633050,De Troubadour,ITA,Giuseppe Verdi,,Il trovatore,romantische opera,1957-1958,August Baeyens,NL,ned
9680,,Scan 2024-03-18 1621-46.jpeg,1957-1958,De Zigeunerbaron,,,False,388786,De Zigeunerbaron,DUI,Johann Strauss,,Der Zigeunerbaron,operetta,1957-1958,August Baeyens,NL,ned
9681,,Scan 2024-03-18 1621-53.jpeg,1957-1958,Schuld en Boete,,,False,840919,Schuld en Boete,ITA,Arrigo Pedrollo,1926,Delitto e Castigo,muziekdrama,1957-1958,August Baeyens,NL,ned
9682,,Scan 2024-03-18 1621-55.jpeg,1957-1958,Zwarte Viooltjes,,,False,919467,Zwarte Viooltjes,NL,August Baeyens,,Zwarte Viooltjes,operette,1957-1958,August Baeyens,NL,ned
