,Date,Original Premiere,Directors,Normalized Title,Composer,Multiple Bill,Season,Title Language,Occasion,Production Language,Dutch,German,Title_Language_GLM,Dutch_Title,German_Title
5551,1941-04-03,1858,Jef Sterkens,Orpheus' Dood,Jacques Offenbach,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5552,1941-04-05,1875,Jef Sterkens,Carmen,Georges Bizet,False,1940-1941,Unk,N,other,False,False,other,False,False
5553,1941-04-06,1870,Jef Sterkens,Romeo en Julia,Pyotr Tchaikovsky,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5554,1941-04-06,1863,Jef Sterkens,De Parelvisschers,Georges Bizet,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5555,1941-04-11,1882,Jef Sterkens,Parsifal,Richard Wagner,False,1940-1941,Unk,N,German,False,True,other,False,False
5556,1941-04-12,1853,Jef Sterkens,Traviata,Giuseppe Verdi,False,1940-1941,Unk,N,other,False,False,other,False,False
5557,1941-04-13,1904,Jef Sterkens,Madame Butterfly,Giacomo Puccini,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5558,1941-04-13,1870,Jef Sterkens,Romeo en Julia,Pyotr Tchaikovsky,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5559,1941-04-17,1870,Jef Sterkens,Romeo en Julia,Pyotr Tchaikovsky,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5560,1941-04-19,1863,Jef Sterkens,De Parelvisschers,Georges Bizet,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5561,1941-04-20,1859,Jef Sterkens,Faust,Charles Gounod,False,1940-1941,Unk,N,other,False,False,other,False,False
5562,1941-04-20,1904,Jef Sterkens,Madame Butterfly,Giacomo Puccini,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5563,1941-04-24,1851,Jef Sterkens,Rigoletto,Giuseppe Verdi,False,1940-1941,Unk,N,other,False,False,other,False,False
5564,1941-04-26,1874,Jef Sterkens,De Vledermuis,Johan Strauss,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5565,1941-04-27,1874,Jef Sterkens,De Vledermuis,Johan Strauss,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5566,1941-04-27,1890,Jef Sterkens,Cavalleria Rusticana,Pietro Mascagni,True,1940-1941,ITA,N,other,False,False,other,False,False
5567,1941-04-27,1892,Jef Sterkens,Paljas,Ruggiero Leoncavallo,True,1940-1941,Unk,N,other,False,False,other,False,False
5568,1941-05-01,1897,Jef Sterkens,Bohème,Giacomo Puccini,False,1940-1941,Unk,N,other,False,False,other,False,False
5569,1941-05-03,1851,Jef Sterkens,Rigoletto,Giuseppe Verdi,False,1940-1941,Unk,N,other,False,False,other,False,False
5570,1941-05-04,1874,Jef Sterkens,De Vledermuis,Johan Strauss,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5571,1941-05-04,1847,Jef Sterkens,Martha,Friedrich von Flotow,False,1940-1941,Unk,N,German,False,True,other,False,False
5572,1941-05-06,1859,Jef Sterkens,Faust,Charles Gounod,False,1940-1941,Unk,N,other,False,False,other,False,False
5573,1941-05-08,1863,Jef Sterkens,De Parelvisschers,Georges Bizet,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5574,1941-05-10,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5575,1941-05-11,1853,Jef Sterkens,Traviata,Giuseppe Verdi,False,1940-1941,Unk,N,other,False,False,other,False,False
5576,1941-05-11,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5577,1941-05-15,1875,Jef Sterkens,Carmen,Georges Bizet,False,1940-1941,Unk,N,other,False,False,other,False,False
5578,1941-05-17,1872,Jef Sterkens,Aïda,Giuseppe Verdi,False,1940-1941,Unk,N,other,False,False,other,False,False
5579,1941-05-18,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5580,1941-05-18,1872,Jef Sterkens,Aïda,Giuseppe Verdi,False,1940-1941,Unk,N,other,False,False,other,False,False
5581,1941-05-22,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5582,1941-05-24,1904,Jef Sterkens,Madame Butterfly,Giacomo Puccini,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5583,1941-05-25,1872,Jef Sterkens,Aïda,Giuseppe Verdi,False,1940-1941,Unk,N,other,False,False,other,False,False
5584,1941-05-25,1874,Jef Sterkens,De Vledermuis,Johan Strauss,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5585,1941-05-29,1872,Jef Sterkens,Aïda,Giuseppe Verdi,False,1940-1941,Unk,N,other,False,False,other,False,False
5586,1941-05-31,1897,Jef Sterkens,Bohème,Giacomo Puccini,False,1940-1941,Unk,N,other,False,False,other,False,False
5587,1940-11-02,1897,Jef Sterkens,Bohème,Giacomo Puccini,False,1940-1941,Unk,N,other,False,False,other,False,False
5588,1941-03-01,1892,Jef Sterkens,Paljas,Ruggiero Leoncavallo,True,1940-1941,Unk,N,other,False,False,other,False,False
5589,1941-05-08,1863,Jef Sterkens,De Parelvisschers,Georges Bizet,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5590,1940-10-20,1791,Jef Sterkens,De Tooverfluit,Wolfgang Amadeus Mozart,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5591,1941-04-26,1874,Jef Sterkens,De Vledermuis,Johan Strauss,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5592,1940-12-14,1874,Jef Sterkens,De Walkure,Richard Wagner,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5593,1940-11-23,1913,Jef Sterkens,Elsje Zevenschoon,Mario Van Overeem,False,1940-1941,NL,N,Dutch,True,False,Dutch,True,False
5594,1940-11-27,1859,Jef Sterkens,Faust,Charles Gounod,False,1940-1941,Unk,N,other,False,False,other,False,False
5595,1940-12-12,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5596,1941-03-02,1934,Jef Sterkens,Het Meisje van Zaventem,Emile Hullebroeck,False,1940-1941,NL,N,Dutch,True,False,Dutch,True,False
5597,1940-11-20,1850,Jef Sterkens,Lohengrin,Richard Wagner,False,1940-1941,Unk,N,German,False,True,other,False,False
5598,1941-03-06,1892,Jef Sterkens,Paljas,Ruggiero Leoncavallo,True,1940-1941,Unk,N,other,False,False,other,False,False
5599,1940-10-26,1903,Jef Sterkens,Prinses Zonneschijn,Paul Gilson,False,1940-1941,NL,N,Dutch,True,False,Dutch,True,False
5600,1941-03-29,1870,Jef Sterkens,Romeo en Julia,Pyotr Tchaikovsky,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5601,1941-05-31,1897,Jef Sterkens,Bohème,Giacomo Puccini,False,1940-1941,Unk,N,other,False,False,other,False,False
5602,1941-05-25,1874,Jef Sterkens,De Vledermuis,Johan Strauss,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5603,1940-10-19,1791,Jef Sterkens,De Tooverfluit,Wolfgang Amadeus Mozart,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5604,1940-10-24,1791,Jef Sterkens,De Tooverfluit,Wolfgang Amadeus Mozart,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5605,1940-10-24,1791,Jef Sterkens,De Tooverfluit,Wolfgang Amadeus Mozart,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5606,1940-10-26,1903,Jef Sterkens,Prinses Zonneschijn,Paul Gilson,False,1940-1941,NL,N,Dutch,True,False,Dutch,True,False
5607,1940-11-03,1903,Jef Sterkens,Prinses Zonneschijn,Paul Gilson,False,1940-1941,NL,N,Dutch,True,False,Dutch,True,False
5608,1940-11-07,1903,Jef Sterkens,Prinses Zonneschijn,Paul Gilson,False,1940-1941,NL,N,Dutch,True,False,Dutch,True,False
5609,1940-11-10,1903,Jef Sterkens,Prinses Zonneschijn,Paul Gilson,False,1940-1941,NL,N,Dutch,True,False,Dutch,True,False
5610,1940-11-10,1897,Jef Sterkens,Bohème,Giacomo Puccini,False,1940-1941,Unk,N,other,False,False,other,False,False
5611,1940-11-14,1897,Jef Sterkens,Bohème,Giacomo Puccini,False,1940-1941,Unk,N,other,False,False,other,False,False
5612,1940-11-17,1791,Jef Sterkens,De Tooverfluit,Wolfgang Amadeus Mozart,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5613,1940-11-24,1897,Jef Sterkens,Bohème,Giacomo Puccini,False,1940-1941,Unk,N,other,False,False,other,False,False
5614,1940-12-15,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5615,1940-12-22,1874,Jef Sterkens,De Walkure,Richard Wagner,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5616,1940-12-29,1874,Jef Sterkens,De Walkure,Richard Wagner,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5617,1941-01-02,1897,Jef Sterkens,Bohème,Giacomo Puccini,False,1940-1941,Unk,N,other,False,False,other,False,False
5618,1941-01-25,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5619,1941-01-26,1900,Jef Sterkens,Tosca,Giacomo Puccini,False,1940-1941,Unk,N,other,False,False,other,False,False
5620,1941-01-28,1850,Jef Sterkens,Lohengrin,Richard Wagner,False,1940-1941,Unk,N,German,False,True,other,False,False
5621,1941-02-09,1913,Jef Sterkens,Elsje Zevenschoon,Mario Van Overeem,False,1940-1941,NL,N,Dutch,True,False,Dutch,True,False
5622,1941-02-15,1934,Jef Sterkens,Het Meisje van Zaventem,Emile Hullebroeck,False,1940-1941,NL,N,Dutch,True,False,Dutch,True,False
5623,1941-02-16,1913,Jef Sterkens,Elsje Zevenschoon,Mario Van Overeem,False,1940-1941,NL,N,Dutch,True,False,Dutch,True,False
5624,1941-02-20,1863,Jef Sterkens,De Parelvisschers,Georges Bizet,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5625,1941-02-23,1863,Jef Sterkens,De Parelvisschers,Georges Bizet,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5626,1941-02-25,1805,Jef Sterkens,Fidelio,Ludwig van Beethoven,False,1940-1941,Unk,N,German,False,True,other,False,False
5627,1941-03-09,1934,Jef Sterkens,Het Meisje van Zaventem,Emile Hullebroeck,False,1940-1941,NL,N,Dutch,True,False,Dutch,True,False
5628,1941-03-22,1863,Jef Sterkens,De Parelvisschers,Georges Bizet,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5629,1941-03-30,1892,Jef Sterkens,Paljas,Ruggiero Leoncavallo,True,1940-1941,Unk,N,other,False,False,other,False,False
5630,1941-04-06,1870,Jef Sterkens,Romeo en Julia,Pyotr Tchaikovsky,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5631,1941-04-06,1863,Jef Sterkens,De Parelvisschers,Georges Bizet,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5632,1941-04-13,1870,Jef Sterkens,Romeo en Julia,Pyotr Tchaikovsky,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5633,1941-04-17,1870,Jef Sterkens,Romeo en Julia,Pyotr Tchaikovsky,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5634,1941-04-19,1863,Jef Sterkens,De Parelvisschers,Georges Bizet,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5635,1941-04-27,1874,Jef Sterkens,De Vledermuis,Johan Strauss,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5636,1941-04-27,1892,Jef Sterkens,Paljas,Ruggiero Leoncavallo,True,1940-1941,Unk,N,other,False,False,other,False,False
5637,1941-05-01,1897,Jef Sterkens,Bohème,Giacomo Puccini,False,1940-1941,Unk,N,other,False,False,other,False,False
5638,1941-05-04,1874,Jef Sterkens,De Vledermuis,Johan Strauss,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5639,1941-05-10,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5640,1941-05-11,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5641,1941-05-18,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5642,1941-05-22,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5643,1941-05-26,1882,Jef Sterkens,Parsifal,Richard Wagner,False,1940-1941,Unk,N,German,False,True,other,False,False
5644,1941-06-03,?,Jef Sterkens,Grosser Ballettabend,?,False,1940-1941,DUI,N,other,False,False,German,False,True
5645,1941-06-03,?,Jef Sterkens,De Glasblazer,Winfried Zillig,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5646,1941-06-03,?,Jef Sterkens,De Glasblazer,Winfried Zillig,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5647,1941-06-03,1938,Jef Sterkens,Mächte des Lebens,Hans Joachim Sobanski,False,1940-1941,DUI,N,other,False,False,German,False,True
5648,1941-06-03,1938,Jef Sterkens,Mächte des Lebens,Hans Joachim Sobanski,False,1940-1941,DUI,N,other,False,False,German,False,True
5649,1941-07-06,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5650,1941-07-06,1875,Jef Sterkens,Carmen,Georges Bizet,False,1940-1941,Unk,N,other,False,False,other,False,False
5651,1941-07-13,1874,Jef Sterkens,De Vledermuis,Johan Strauss,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5652,1941-07-13,1904,Jef Sterkens,Madame Butterfly,Giacomo Puccini,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5653,1941-07-17,1874,Jef Sterkens,De Vledermuis,Johan Strauss,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5654,1941-07-20,1875,Jef Sterkens,Carmen,Georges Bizet,False,1940-1941,Unk,N,other,False,False,other,False,False
5655,1941-07-20,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5656,1941-07-24,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5657,1941-07-27,1904,Jef Sterkens,Madame Butterfly,Giacomo Puccini,False,1940-1941,NL,N,other,False,False,Dutch,True,False
5658,1941-07-27,1874,Jef Sterkens,De Vledermuis,Johan Strauss,False,1940-1941,NL,N,German,False,True,Dutch,True,False
5659,1941-10-02,1868,Jef Sterkens,De Meesterzangers van Nurenberg,Richard Wagner,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5660,1941-10-02,1868,Jef Sterkens,De Meesterzangers van Nurenberg,Richard Wagner,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5661,1941-10-04,1904,Jef Sterkens,Madame Butterfly,Giacomo Puccini,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5662,1941-10-05,1868,Jef Sterkens,De Meesterzangers van Nurenberg,Richard Wagner,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5663,1941-10-05,1868,Jef Sterkens,De Meesterzangers van Nurenberg,Richard Wagner,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5664,1941-10-09,1904,Jef Sterkens,Madame Butterfly,Giacomo Puccini,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5665,1941-10-11,1870,Jef Sterkens,Romeo en Julia,Pyotr Tchaikovsky,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5666,1941-10-11,1870,Jef Sterkens,Romeo en Julia,Pyotr Tchaikovsky,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5667,1941-10-12,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5668,1941-10-12,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5669,1941-10-12,1904,Jef Sterkens,Madame Butterfly,Giacomo Puccini,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5670,1941-10-14,1868,Jef Sterkens,De Meesterzangers van Nurenberg,Richard Wagner,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5671,1941-10-16,1870,Jef Sterkens,Romeo en Julia,Pyotr Tchaikovsky,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5672,1941-10-16,1870,Jef Sterkens,Romeo en Julia,Pyotr Tchaikovsky,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5673,1941-10-18,1868,Jef Sterkens,De Meesterzangers van Nurenberg,Richard Wagner,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5674,1941-10-19,1782,Jef Sterkens,De Barbier van Sevilla,Giovanni Paisiello,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5675,1941-10-19,1870,Jef Sterkens,Romeo en Julia,Pyotr Tchaikovsky,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5676,1941-10-23,1875,Jef Sterkens,Carmen,Georges Bizet,False,1941-1942,Unk,N,other,False,False,other,False,False
5677,1941-10-25,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5678,1941-10-26,1875,Jef Sterkens,Carmen,Georges Bizet,False,1941-1942,Unk,N,other,False,False,other,False,False
5679,1941-10-26,1782,Jef Sterkens,De Barbier van Sevilla,Giovanni Paisiello,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5680,1941-10-28,1868,Jef Sterkens,De Meesterzangers van Nurenberg,Richard Wagner,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5681,1941-10-30,1782,Jef Sterkens,De Barbier van Sevilla,Giovanni Paisiello,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5682,1941-11-01,1885,Jef Sterkens,De Zigeunerbaron,Johann Strauss,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5683,1941-11-02,1868,Jef Sterkens,De Meesterzangers van Nurenberg,Richard Wagner,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5684,1941-11-06,1885,Jef Sterkens,De Zigeunerbaron,Johann Strauss,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5685,1941-11-08,1859,Jef Sterkens,Faust,Charles Gounod,False,1941-1942,Unk,N,other,False,False,other,False,False
5686,1941-11-09,1859,Jef Sterkens,Faust,Charles Gounod,False,1941-1942,Unk,N,other,False,False,other,False,False
5687,1941-11-09,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5688,1941-11-11,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5689,1941-11-13,1853,Jef Sterkens,Traviata,Giuseppe Verdi,False,1941-1942,Unk,N,other,False,False,other,False,False
5690,1941-11-15,1904,Jef Sterkens,Madame Butterfly,Giacomo Puccini,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5691,1941-11-16,1904,Jef Sterkens,Madame Butterfly,Giacomo Puccini,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5692,1941-11-18,1885,Jef Sterkens,De Zigeunerbaron,Johann Strauss,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5693,1941-11-20,1859,Jef Sterkens,Faust,Charles Gounod,False,1941-1942,Unk,N,other,False,False,other,False,False
5694,1941-11-22,1853,Jef Sterkens,Traviata,Giuseppe Verdi,False,1941-1942,Unk,N,other,False,False,other,False,False
5695,1941-11-23,1885,Jef Sterkens,De Zigeunerbaron,Johann Strauss,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5696,1941-11-23,1875,Jef Sterkens,Carmen,Georges Bizet,False,1941-1942,Unk,N,other,False,False,other,False,False
5697,1941-11-27,1941,Jef Sterkens,Coriolanus,August Baeyens,True,1941-1942,Unk,N,other,False,False,other,False,False
5698,1941-11-27,1931,Jef Sterkens,De alombefaamde Fregona,Raoul Laparra,True,1941-1942,NL,N,other,False,False,Dutch,True,False
5699,1941-11-29,1782,Jef Sterkens,De Barbier van Sevilla,Giovanni Paisiello,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5700,1941-11-30,1853,Jef Sterkens,Traviata,Giuseppe Verdi,False,1941-1942,Unk,N,other,False,False,other,False,False
5701,1941-11-30,1904,Jef Sterkens,Madame Butterfly,Giacomo Puccini,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5702,1941-12-04,1890,Jef Sterkens,Cavalleria Rusticana,Pietro Mascagni,True,1941-1942,ITA,N,other,False,False,other,False,False
5703,1941-12-04,1892,Jef Sterkens,Paljas,Ruggiero Leoncavallo,True,1941-1942,Unk,N,other,False,False,other,False,False
5704,1941-12-06,1875,Jef Sterkens,Carmen,Georges Bizet,False,1941-1942,Unk,N,other,False,False,other,False,False
5705,1941-12-07,1859,Jef Sterkens,Faust,Charles Gounod,False,1941-1942,Unk,N,other,False,False,other,False,False
5706,1941-12-07,1853,Jef Sterkens,Traviata,Giuseppe Verdi,False,1941-1942,Unk,N,other,False,False,other,False,False
5707,1941-12-09,1885,Jef Sterkens,De Zigeunerbaron,Johann Strauss,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5708,1941-12-11,1923,Jef Sterkens,Het Land van den Glimlach,Franz Lehár,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5709,1941-12-13,1850,Jef Sterkens,Lohengrin,Richard Wagner,False,1941-1942,Unk,N,German,False,True,other,False,False
5710,1941-12-14,1941,Jef Sterkens,Coriolanus,August Baeyens,True,1941-1942,Unk,N,other,False,False,other,False,False
5711,1941-12-14,1931,Jef Sterkens,De alombefaamde Fregona,Raoul Laparra,True,1941-1942,NL,N,other,False,False,Dutch,True,False
5712,1941-12-14,1890,Jef Sterkens,Cavalleria Rusticana,Pietro Mascagni,True,1941-1942,ITA,N,other,False,False,other,False,False
5713,1941-12-14,1892,Jef Sterkens,Paljas,Ruggiero Leoncavallo,True,1941-1942,Unk,N,other,False,False,other,False,False
5714,1941-12-18,1850,Jef Sterkens,Lohengrin,Richard Wagner,False,1941-1942,Unk,N,German,False,True,other,False,False
5715,1941-12-20,1941,Jef Sterkens,Coriolanus,August Baeyens,True,1941-1942,Unk,N,other,False,False,other,False,False
5716,1941-12-20,1931,Jef Sterkens,De alombefaamde Fregona,Raoul Laparra,True,1941-1942,NL,N,other,False,False,Dutch,True,False
5717,1941-12-21,1904,Jef Sterkens,Madame Butterfly,Giacomo Puccini,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5718,1941-12-21,1782,Jef Sterkens,De Barbier van Sevilla,Giovanni Paisiello,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5719,1941-12-25,1906,Jef Sterkens,De Lustige Weduwe,Franz Lehár,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5720,1941-12-27,1897,Jef Sterkens,Bohème,Giacomo Puccini,False,1941-1942,Unk,N,other,False,False,other,False,False
5721,1941-12-28,1782,Jef Sterkens,De Barbier van Sevilla,Giovanni Paisiello,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5722,1941-12-28,1941,Jef Sterkens,Coriolanus,August Baeyens,True,1941-1942,Unk,N,other,False,False,other,False,False
5723,1941-12-28,1931,Jef Sterkens,De alombefaamde Fregona,Raoul Laparra,True,1941-1942,NL,N,other,False,False,Dutch,True,False
5724,1941-12-30,1885,Jef Sterkens,De Zigeunerbaron,Johann Strauss,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5725,1942-01-01,1906,Jef Sterkens,De Lustige Weduwe,Franz Lehár,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5726,1942-01-03,1890,Jef Sterkens,Cavalleria Rusticana,Pietro Mascagni,True,1941-1942,ITA,N,other,False,False,other,False,False
5727,1942-01-03,1892,Jef Sterkens,Paljas,Ruggiero Leoncavallo,True,1941-1942,Unk,N,other,False,False,other,False,False
5728,1942-01-04,1906,Jef Sterkens,De Lustige Weduwe,Franz Lehár,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5729,1942-01-04,1859,Jef Sterkens,Faust,Charles Gounod,False,1941-1942,Unk,N,other,False,False,other,False,False
5730,1942-01-08,1897,Jef Sterkens,Bohème,Giacomo Puccini,False,1941-1942,Unk,N,other,False,False,other,False,False
5731,1942-01-10,1906,Jef Sterkens,De Lustige Weduwe,Franz Lehár,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5732,1942-01-11,1850,Jef Sterkens,Lohengrin,Richard Wagner,False,1941-1942,Unk,N,German,False,True,other,False,False
5733,1942-01-11,1904,Jef Sterkens,Madame Butterfly,Giacomo Puccini,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5734,1942-01-15,1859,Jef Sterkens,Faust,Charles Gounod,False,1941-1942,Unk,N,other,False,False,other,False,False
5735,1941-01-17,1850,Jef Sterkens,Lohengrin,Richard Wagner,False,1940-1941,Unk,N,German,False,True,other,False,False
5736,1942-01-18,1897,Jef Sterkens,Bohème,Giacomo Puccini,False,1941-1942,Unk,N,other,False,False,other,False,False
5737,1942-01-18,1906,Jef Sterkens,De Lustige Weduwe,Franz Lehár,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5738,1942-01-22,1885,Jef Sterkens,De Zigeunerbaron,Johann Strauss,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5739,1942-01-24,1911,Jef Sterkens,De Rozenkavalier,Richard Strauss,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5740,1942-01-25,1885,Jef Sterkens,De Zigeunerbaron,Johann Strauss,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5741,1942-01-25,1911,Jef Sterkens,De Rozenkavalier,Richard Strauss,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5742,1942-01-29,1863,Jef Sterkens,De Parelvisschers,Georges Bizet,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5743,1942-01-31,1859,Jef Sterkens,Faust,Charles Gounod,False,1941-1942,Unk,N,other,False,False,other,False,False
5744,1942-02-01,1911,Jef Sterkens,De Rozenkavalier,Richard Strauss,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5745,1942-02-01,1863,Jef Sterkens,De Parelvisschers,Georges Bizet,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5746,1942-02-03,1911,Jef Sterkens,De Rozenkavalier,Richard Strauss,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5747,1942-02-05,1872,Jef Sterkens,Aïda,Giuseppe Verdi,False,1941-1942,Unk,N,other,False,False,other,False,False
5748,1942-02-07,1906,Jef Sterkens,De Lustige Weduwe,Franz Lehár,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5749,1942-02-08,1863,Jef Sterkens,De Parelvisschers,Georges Bizet,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5750,1942-02-08,1872,Jef Sterkens,Aïda,Giuseppe Verdi,False,1941-1942,Unk,N,other,False,False,other,False,False
5751,1942-02-12,1911,Jef Sterkens,De Rozenkavalier,Richard Strauss,False,1941-1942,NL,N,German,False,True,Dutch,True,False
5752,1942-02-14,1863,Jef Sterkens,De Parelvisschers,Georges Bizet,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5753,1942-02-15,1872,Jef Sterkens,Aïda,Giuseppe Verdi,False,1941-1942,Unk,N,other,False,False,other,False,False
5754,1942-02-15,1782,Jef Sterkens,De Barbier van Sevilla,Giovanni Paisiello,False,1941-1942,NL,N,other,False,False,Dutch,True,False
5755,1942-02-16,1837,Jef Sterkens,Czaar en Timmerman,Albert Lortzing,False,1941-1942,NL,N,German,False,True,Dutch,True,False
